Date,Open,High,Low,Close,Adj Close,Volume
2018-07-18,191.779999,191.800003,189.929993,190.399994,189.734573,16393400
2018-07-19,189.690002,192.550003,189.690002,191.880005,191.209412,20286800
2018-07-20,191.779999,192.429993,190.169998,191.440002,190.770950,20676200
2018-07-23,190.679993,191.960007,189.559998,191.610001,190.940353,15989400
2018-07-24,192.449997,193.660004,192.050003,193.000000,192.325485,18697900
2018-07-25,193.059998,194.850006,192.429993,194.820007,194.139145,16709900
2018-07-26,194.610001,195.960007,193.610001,194.210007,193.531265,19076000
2018-07-27,194.990005,195.190002,190.100006,190.979996,190.312546,24024000
2018-07-30,191.899994,192.199997,189.070007,189.910004,189.246292,21029500
2018-07-31,190.300003,192.139999,189.339996,190.289993,189.624954,39373000
2018-08-01,199.130005,201.759995,197.309998,201.500000,200.795792,67935700
2018-08-02,200.580002,208.380005,200.350006,207.389999,206.665207,62404000
2018-08-03,207.029999,208.740005,205.479996,207.990005,207.263107,33447400
2018-08-06,208.000000,209.250000,207.070007,209.070007,208.339340,25425400
2018-08-07,209.320007,209.500000,206.759995,207.110001,206.386185,25587400
2018-08-08,206.050003,207.809998,204.520004,207.250000,206.525696,22525500
2018-08-09,209.529999,209.779999,207.199997,208.880005,208.149994,23492600
2018-08-10,207.360001,209.100006,206.669998,207.529999,207.529999,24611200
2018-08-13,209.309998,210.949997,207.699997,208.869995,208.869995,25890900
2018-08-14,210.160004,210.559998,208.259995,209.750000,209.750000,20748000
2018-08-15,209.220001,210.740005,208.330002,210.240005,210.240005,28807600
2018-08-16,211.750000,213.809998,211.470001,213.320007,213.320007,28500400
2018-08-17,213.440002,217.949997,213.160004,217.580002,217.580002,35427000
2018-08-20,218.100006,219.179993,215.110001,215.460007,215.460007,30287700
2018-08-21,216.800003,217.190002,214.029999,215.039993,215.039993,26159800
2018-08-22,214.100006,216.360001,213.839996,215.050003,215.050003,19018100
2018-08-23,214.649994,217.050003,214.600006,215.490005,215.490005,18883200
2018-08-24,216.600006,216.899994,215.110001,216.160004,216.160004,18476400
2018-08-27,217.149994,218.740005,216.330002,217.940002,217.940002,20525100
2018-08-28,219.009995,220.539993,218.919998,219.699997,219.699997,22776800
2018-08-29,220.149994,223.490005,219.410004,222.979996,222.979996,27254800
2018-08-30,223.250000,228.259995,222.399994,225.029999,225.029999,48793800
2018-08-31,226.509995,228.869995,226.000000,227.630005,227.630005,43340100
2018-09-04,228.410004,229.179993,226.630005,228.360001,228.360001,27390100
2018-09-05,228.990005,229.669998,225.100006,226.869995,226.869995,33333000
2018-09-06,226.229996,227.350006,221.300003,223.100006,223.100006,34290000
2018-09-07,221.850006,225.369995,220.710007,221.300003,221.300003,37619800
2018-09-10,220.949997,221.850006,216.470001,218.330002,218.330002,39516500
2018-09-11,218.009995,224.300003,216.559998,223.850006,223.850006,35749000
2018-09-12,224.940002,225.000000,219.839996,221.070007,221.070007,49278700
2018-09-13,223.520004,228.350006,222.570007,226.410004,226.410004,41706400
2018-09-14,225.750000,226.839996,222.520004,223.839996,223.839996,31999300
2018-09-17,222.149994,222.949997,217.270004,217.880005,217.880005,37195100
2018-09-18,217.789993,221.850006,217.119995,218.240005,218.240005,31571700
2018-09-19,218.500000,219.619995,215.300003,218.369995,218.369995,27123800
2018-09-20,220.240005,222.279999,219.149994,220.029999,220.029999,26608800
2018-09-21,220.779999,221.360001,217.289993,217.660004,217.660004,96246700
2018-09-24,216.820007,221.259995,216.630005,220.789993,220.789993,27693400
2018-09-25,219.750000,222.820007,219.699997,222.190002,222.190002,24554400
2018-09-26,221.000000,223.750000,219.759995,220.419998,220.419998,23984700
2018-09-27,223.820007,226.440002,223.539993,224.949997,224.949997,30181200
2018-09-28,224.789993,225.839996,224.020004,225.740005,225.740005,22929400
2018-10-01,227.949997,229.419998,226.350006,227.259995,227.259995,23600800
2018-10-02,227.250000,230.000000,226.630005,229.279999,229.279999,24788200
2018-10-03,230.050003,233.470001,229.779999,232.070007,232.070007,28654800
2018-10-04,230.779999,232.350006,226.729996,227.990005,227.990005,32042000
2018-10-05,227.960007,228.410004,220.580002,224.289993,224.289993,33580500
2018-10-08,222.210007,224.800003,220.199997,223.770004,223.770004,29663900
2018-10-09,223.639999,227.270004,222.250000,226.869995,226.869995,26891000
2018-10-10,225.460007,226.350006,216.050003,216.360001,216.360001,41990600
2018-10-11,214.520004,219.500000,212.320007,214.449997,214.449997,53124400
2018-10-12,220.419998,222.880005,216.839996,222.110001,222.110001,40337900
2018-10-15,221.160004,221.830002,217.270004,217.360001,217.360001,30791000
2018-10-16,218.929993,222.990005,216.759995,222.149994,222.149994,29184000
2018-10-17,222.300003,222.639999,219.339996,221.190002,221.190002,22885400
2018-10-18,217.860001,219.740005,213.000000,216.020004,216.020004,32581300
2018-10-19,218.059998,221.259995,217.429993,219.309998,219.309998,33078700
2018-10-22,219.789993,223.360001,218.940002,220.649994,220.649994,28792100
2018-10-23,215.830002,223.250000,214.699997,222.729996,222.729996,38767800
2018-10-24,222.600006,224.229996,214.539993,215.089996,215.089996,40771100
